subject_id	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	BrainSegVol	BrainSegVolNotVent	lhCortexVol	rhCortexVol	CortexVol	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	SubCortGrayVol	TotalGrayVol	SupraTentorialVol	SupraTentorialVolNotVent	MaskVol	BrainSegVol-to-eTIV	MaskVol-to-eTIV	lhSurfaceHoles	rhSurfaceHoles	SurfaceHoles	EstimatedTotalIntraCranialVol	SegmentedTotalIntracranialVol
sub-0015017	5885.7	442.2	15739.2	66458.4	8267.0	4264.6	6587.4	2062.4	585.5	2027.5	23019.3	4205.5	1781.1	259286.4	721.0	4390.8	0.0	0.0	5036.4	481.3	15981.8	65637.4	8045.3	4391.8	6437.3	2041.7	4085.6	1853.7	671.7	4521.7	0.0	0.0	0.0	13.9	0.0	0.0	0.0	0.0	0.0	0.0	1069.0	519.3	721.7	768.5	1003.2	1547567.0	1265451.0	309830.783863	311369.315686	621200.09955	220747.5	219113.5	439861.0	66186.0	822564.09955	1381611.0	1099495.0	1608248.0	0.919276	0.955322	18.0	18.0	36.0	1683462.517017	0.0
sub-0010101	7831.7	609.1	11550.6	47394.9	6808.1	3918.1	5384.2	1879.6	672.3	1738.4	16774.5	3360.3	1510.4	232079.4	700.4	3741.7	0.0	0.0	4801.0	508.0	11650.9	49849.9	6510.9	3883.5	5328.5	1680.6	3588.8	1647.0	680.3	3655.9	0.0	0.0	0.0	275.4	0.0	0.0	0.0	0.0	0.0	0.0	651.2	398.8	774.7	645.0	684.5	1269941.0	1016426.0	241820.181293	235023.366849	476843.548142	195959.5	191932.5	387892.0	56233.0	633408.548142	1147106.0	893591.0	1313737.0	0.932777	0.964945	39.0	35.0	74.0	1361463.329523	0.0
sub-0015028	5479.9	428.2	13909.1	68557.0	8314.3	3857.2	7143.8	1897.4	677.0	1776.6	20957.9	3998.5	1917.5	233900.3	733.0	4067.0	0.0	0.0	4993.5	321.0	14170.1	67163.4	8041.4	3871.5	6854.6	1778.8	4113.0	1743.8	779.4	4102.9	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	889.7	471.6	713.5	822.9	913.6	1475229.0	1216908.0	305459.151266	305055.198807	610514.350073	202923.5	202109.5	405033.0	65141.0	814706.350073	1309068.0	1050747.0	1538140.0	0.917384	0.956505	8.0	10.0	18.0	1608083.012364	0.0
sub-1093743	5502.0	620.3	15090.2	63797.2	9224.0	4713.1	6959.4	2135.3	814.7	2734.4	21628.3	4484.7	2083.9	295670.0	693.7	4706.3	0.0	0.0	4200.9	798.1	13918.0	63175.9	8588.8	5064.8	6955.4	2089.6	4870.2	2196.0	738.5	4747.3	0.0	0.0	0.0	2.6	0.0	0.0	0.0	0.0	0.0	0.0	894.8	437.2	637.8	470.7	788.6	1613543.0	1295960.0	319360.33041	317026.07992	636386.41033	227950.5	225182.5	453133.0	72328.0	838163.41033	1455784.0	1138201.0	1776190.0	0.907299	0.998756	19.0	24.0	43.0	1778402.941974	0.0
sub-0015043	5105.0	418.8	14574.7	59158.8	8490.4	3953.4	5898.0	1731.9	498.0	1831.5	20749.8	4067.0	1808.1	246028.8	611.3	4462.2	0.0	0.0	4440.6	393.5	14390.1	58880.0	8326.0	4204.2	5891.0	1722.8	4403.5	1860.4	643.8	4253.6	0.0	0.0	0.0	10.7	0.0	0.0	0.0	0.0	0.0	0.0	907.4	441.3	761.1	634.2	877.3	1477181.0	1207090.0	290818.424299	290224.444515	581042.868814	223119.0	217649.0	440768.0	64303.0	766342.868814	1328123.0	1058032.0	1576845.0	0.910918	0.972377	15.0	12.0	27.0	1621639.08197	0.0
sub-0015044	4323.6	450.7	12067.1	54849.5	7512.5	4787.0	5789.1	1953.1	694.6	2828.1	18135.3	4115.2	1780.0	244979.4	641.0	4052.6	0.0	0.0	3740.1	374.5	11997.7	54298.9	7445.8	4824.8	5789.0	1835.4	4561.5	1871.1	690.2	4097.5	0.0	0.0	0.0	2.6	0.0	0.0	0.0	0.0	0.0	0.0	776.6	429.9	734.1	724.5	772.8	1441051.0	1174011.0	287295.255839	286549.202287	573844.458126	212596.5	211929.5	424526.0	63698.0	749406.458126	1306064.0	1039024.0	1501641.0	0.922534	0.961322	11.0	16.0	27.0	1562057.682792	0.0
sub-0016055	5816.7	436.7	16837.8	59940.7	9121.8	4414.1	6051.3	1871.9	512.7	1751.6	23530.8	4828.6	2166.6	314989.4	667.0	4407.9	0.0	0.0	4746.0	519.2	15829.5	58302.9	8828.9	4589.8	5816.1	1847.9	4791.5	2046.8	622.2	4354.1	0.0	0.0	0.0	46.7	0.0	0.0	0.0	0.0	0.0	0.0	990.7	462.1	768.0	850.3	914.5	1591376.0	1251152.0	298096.241316	304472.290001	602568.531317	223520.0	226055.0	449575.0	68069.0	791885.531317	1438401.0	1098177.0	1649013.0	0.937808	0.971774	27.0	26.0	53.0	1696909.571707	0.0
sub-6115230	7348.7	576.5	11226.0	52666.1	6089.9	3789.1	5016.6	1594.4	692.4	1986.5	15107.0	3251.2	1609.5	250602.0	590.8	3300.2	0.0	0.0	8344.7	501.7	11240.1	53512.5	6185.6	3811.4	4964.7	1455.1	3578.0	1531.4	536.3	3102.2	0.0	0.0	0.0	67.2	0.0	0.0	0.0	0.0	0.0	0.0	892.0	489.2	549.9	418.1	826.1	1282869.0	1008110.0	244278.124425	242719.731511	486997.855936	177436.0	177318.0	354754.0	52405.0	648360.855936	1152206.0	877447.0	1349854.0	0.931578	0.980221	10.0	6.0	16.0	1377092.159782	0.0
sub-4241194	15914.2	952.6	13776.3	51424.4	7774.5	4008.2	5796.8	2085.5	1918.9	2519.5	17779.6	4128.4	1855.3	362436.8	576.7	3693.9	0.0	0.0	14882.7	740.4	12970.9	54017.5	6998.4	3905.6	5541.7	1924.9	4112.0	1986.6	653.2	3916.8	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1003.5	525.8	776.1	465.3	1188.0	1669256.0	1263079.0	296790.275881	299844.204709	596634.48059	245987.5	247861.5	493849.0	61133.0	766101.48059	1535070.0	1128893.0	1748116.0	0.94108	0.985539	41.0	27.0	68.0	1773765.983906	0.0
sub-4136226	4192.1	510.2	13523.7	55144.2	6967.8	4209.6	6547.3	1875.7	695.9	2767.4	19053.5	4330.6	1743.5	251794.8	702.2	3938.4	0.0	0.0	4116.1	479.0	13931.9	54228.5	7101.8	4190.7	6457.9	1872.4	4158.0	1833.9	705.6	3708.9	0.0	0.0	0.0	31.3	0.0	0.0	0.0	0.0	0.0	0.0	900.2	484.3	873.5	677.7	718.2	1389881.0	1117600.0	272807.510116	274416.210643	547223.720759	197505.5	199332.5	396838.0	62289.0	721761.720759	1251155.0	978874.0	1496321.0	0.928019	0.999089	26.0	24.0	50.0	1497685.188161	0.0
sub-1875013	7004.0	607.7	12312.6	59849.6	7541.4	4328.0	6527.9	2097.6	1007.2	2420.2	19931.8	3974.9	1558.7	272263.1	614.6	4306.9	0.0	0.0	5982.0	520.6	12442.2	59689.5	7275.7	4629.0	6445.0	2096.3	4236.4	1681.9	513.5	4274.9	0.0	0.0	0.0	7.6	0.0	0.0	0.0	0.0	0.0	0.0	952.6	457.3	717.0	597.0	822.9	1507710.0	1208612.0	285263.372935	288385.164352	573648.537288	219683.0	222079.0	441762.0	63826.0	759953.537288	1361178.0	1062080.0	1631650.0	0.914535	0.989713	8.0	14.0	22.0	1648608.820107	0.0
sub-0010123	5439.2	707.9	17117.1	55704.7	8074.5	5003.4	6658.5	2095.5	966.8	3036.8	22986.4	4284.5	1642.7	323560.5	822.5	4316.0	0.0	0.0	5331.8	768.9	16820.6	56652.4	7685.2	5308.9	6315.0	1753.1	4174.6	1721.6	771.8	4728.8	0.0	0.0	0.0	22.4	0.0	0.0	0.0	0.0	0.0	0.0	964.3	573.9	834.3	872.3	752.0	1500478.0	1156741.0	253003.92565	252968.885019	505972.810669	231502.5	233445.5	464948.0	67052.0	688886.810669	1352075.0	1008338.0	1563723.0	0.922128	0.960996	28.0	23.0	51.0	1627189.912081	0.0
sub-0015035	5070.3	408.4	13221.0	67123.4	8195.3	3823.4	5717.9	1661.8	582.3	1424.8	21618.4	4664.9	1961.5	247080.8	671.4	4137.0	0.0	0.0	6134.7	412.2	13034.6	65720.9	7846.0	4042.0	5630.7	1650.0	4834.5	2040.3	688.5	4166.1	0.0	0.0	0.0	7.4	0.0	0.0	0.0	0.0	0.0	0.0	915.2	687.3	899.1	699.6	751.3	1590995.0	1317284.0	316703.223996	314345.97647	631049.200466	245287.0	244642.0	489929.0	63689.0	830304.200466	1429977.0	1156266.0	1651419.0	0.922056	0.957075	12.0	9.0	21.0	1725485.907189	0.0
sub-0025002	27775.0	956.7	15793.5	63048.9	8188.5	4528.1	6208.4	2080.1	790.7	1567.8	23179.0	4595.1	2042.7	268596.1	893.0	4308.7	0.0	0.0	30134.2	788.4	15345.0	62184.5	8491.6	4538.4	6224.7	2020.5	4557.2	2203.7	781.5	4192.6	0.0	0.0	0.0	22.4	0.0	0.0	0.0	0.0	0.0	0.0	218.4	266.6	277.6	325.3	707.1	1690848.0	1353340.0	303182.35617	297967.532575	601149.888746	284489.5	277773.5	562263.0	68775.0	798767.888746	1532251.0	1194743.0	1746932.0	0.893393	0.923026	23.0	15.0	38.0	1892613.442741	0.0
sub-8409791	14352.2	451.5	13828.1	59618.0	8209.0	4106.2	6083.5	1807.7	778.2	2539.1	20899.9	4007.7	1888.5	322297.4	774.6	4142.0	0.0	0.0	12927.4	401.6	14012.7	58321.8	7644.9	4139.7	6024.3	1755.7	4106.0	1944.8	771.2	4313.1	0.0	0.0	0.0	10.6	0.0	0.0	0.0	0.0	0.0	0.0	1092.0	434.8	461.9	481.3	1007.1	1673105.0	1313480.0	308657.009023	308797.070416	617454.079439	255053.0	252588.0	507641.0	63611.0	802232.079439	1524949.0	1165324.0	1759089.0	0.932145	0.98005	14.0	2.0	16.0	1794897.325611	0.0
sub-0021035	11409.0	755.1	16045.0	71014.4	8056.2	4512.2	6083.4	1996.0	1507.3	4830.3	21143.1	4148.7	1657.2	324098.5	673.0	3856.8	0.0	0.0	11477.4	573.0	15597.0	69787.6	7949.5	4645.3	6036.2	1948.2	4269.1	1690.2	677.3	3747.5	0.0	0.0	0.0	27.9	0.0	0.0	0.0	0.0	0.0	0.0	794.0	400.4	437.4	458.4	898.3	1618442.0	1257435.0	286599.501042	283391.140402	569990.641444	237530.5	235419.5	472950.0	64220.0	777753.641444	1444015.0	1083008.0	1657334.0	0.943917	0.966599	33.0	39.0	72.0	1714602.740092	0.0
sub-0015004	6399.5	487.0	11123.6	55479.8	7055.7	3842.1	5838.6	1710.0	518.8	2014.5	16123.7	3683.2	1782.5	246303.5	620.2	3462.8	0.0	0.0	4478.8	334.4	11225.4	54790.7	7208.3	3960.6	5957.3	1602.6	4054.2	1737.6	719.3	3407.6	0.0	0.0	0.0	5.1	0.0	0.0	0.0	0.0	0.0	0.0	839.9	418.7	451.0	356.0	898.1	1381200.0	1111055.0	290834.197677	285955.339487	576789.537164	187431.5	184332.5	371764.0	58578.0	748042.537164	1246849.0	976704.0	1459061.0	0.92024	0.972116	23.0	20.0	43.0	1500912.205862	0.0
sub-4219416	4822.8	392.3	13263.8	57878.6	6801.1	3848.5	5006.6	1616.4	870.9	2326.4	15264.7	3803.0	1498.6	237674.9	563.0	3370.2	0.0	0.0	6161.7	421.7	12904.9	56665.3	6585.0	3885.0	4790.2	1593.7	3671.9	1530.9	679.3	3348.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	680.8	348.5	542.1	338.2	713.9	1264288.0	1003713.0	255594.322243	249515.675357	505109.9976	161743.0	163158.0	324901.0	54264.0	676432.9976	1122055.0	861480.0	1333607.0	0.932883	0.984031	63.0	58.0	121.0	1355248.567302	0.0
sub-0010115	6496.2	625.2	15579.0	57632.1	6564.7	3554.4	5968.4	1879.7	752.0	2368.0	19071.6	4066.5	1799.4	233633.1	675.7	3928.1	0.0	0.0	6166.8	704.5	14793.5	55147.8	6714.6	3631.5	5923.9	1726.0	4044.0	1764.9	672.3	3746.4	0.0	0.0	0.0	106.4	0.0	0.0	0.0	0.0	0.0	0.0	802.7	388.7	515.2	452.1	814.3	1359178.0	1103559.0	263336.946002	262817.562899	526154.508901	199110.0	200241.0	399351.0	58716.0	700883.508901	1213904.0	958285.0	1431162.0	0.923387	0.972291	35.0	38.0	73.0	1471947.972271	0.0
sub-0016047	3995.1	672.8	16935.2	61280.0	7891.3	4470.1	6148.8	1632.4	717.2	1944.5	21715.5	4771.3	1723.4	225552.2	712.6	3989.8	0.0	0.0	5507.5	531.9	16778.5	60868.3	7890.5	4703.5	6092.3	1697.0	4617.2	1800.2	734.3	4070.3	0.0	0.0	0.0	10.9	0.0	0.0	0.0	0.0	0.0	0.0	820.5	454.0	681.7	788.2	850.8	1468842.0	1216760.0	276877.110951	277131.448105	554008.559056	227519.0	231966.0	459485.0	64912.0	744540.559056	1310663.0	1058581.0	1547874.0	0.925995	0.975819	15.0	28.0	43.0	1586231.168623	0.0
sub-0016078	9545.5	671.1	16090.2	63186.7	7867.4	4803.1	6402.6	1961.0	859.5	1608.0	22596.7	4868.0	2051.1	306731.9	701.3	4623.0	0.0	0.0	11561.1	567.2	16055.5	63940.5	7826.2	4874.6	6352.9	2005.7	4879.7	1923.6	650.4	4524.3	0.0	0.0	0.0	35.9	0.0	0.0	0.0	0.0	0.0	0.0	803.1	463.8	520.7	385.1	932.8	1610633.0	1268986.0	284344.524616	285864.916703	570209.441319	239906.0	241999.0	481905.0	68239.0	769140.441319	1448809.0	1107162.0	1682546.0	0.935837	0.977621	17.0	20.0	37.0	1721061.725067	0.0
sub-0015051	5839.9	565.0	13245.8	62183.6	8154.1	4159.0	5712.2	1808.5	630.3	1755.2	18124.1	4052.0	1603.2	262392.2	683.0	3744.4	0.0	0.0	5713.4	455.0	12981.9	60048.6	7704.7	4123.5	5612.4	1739.1	4135.9	1711.3	640.4	3865.3	0.0	0.0	0.0	7.1	0.0	0.0	0.0	0.0	0.0	0.0	795.7	521.9	825.7	412.1	1123.9	1411891.0	1126703.0	273297.404669	270386.438332	543683.843001	198403.0	195606.0	394009.0	61361.0	729592.843001	1261775.0	976587.0	1494518.0	0.922238	0.976209	20.0	31.0	51.0	1530940.525974	0.0
sub-0016071	10087.4	498.7	12194.7	47180.2	6543.3	3250.9	4075.2	1307.3	935.9	2126.0	15770.1	4216.7	1687.6	282406.9	560.4	3346.2	0.0	0.0	7857.9	557.6	11902.6	47826.8	5972.2	3311.9	3728.8	1318.2	3993.8	1751.5	582.4	3380.1	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	727.5	426.9	723.3	348.2	900.5	1260770.0	948276.0	230415.305973	227349.463983	457764.769956	165312.5	161071.5	326384.0	50809.0	606515.769956	1139594.0	827100.0	1305220.0	0.956731	0.990461	21.0	21.0	42.0	1317789.755209	0.0
sub-0010113	4985.9	451.6	14415.4	56192.0	5493.1	3258.6	5517.1	1486.7	741.4	2393.0	15682.5	3584.0	1281.0	262167.0	531.2	3248.8	0.0	0.0	4796.3	642.5	13998.6	56805.2	5693.4	3256.3	5428.8	1362.4	3803.9	1421.2	548.0	3073.1	0.0	0.0	0.0	84.6	0.0	0.0	0.0	0.0	0.0	0.0	1106.3	534.5	576.8	443.5	814.6	1313968.0	1034040.0	230415.595375	233943.742724	464359.338099	194554.0	195510.0	390064.0	51137.0	632071.338099	1170043.0	890115.0	1363523.0	0.943946	0.979546	26.0	23.0	49.0	1391994.539692	0.0
sub-0015005	3940.1	359.4	13021.7	58693.9	8239.2	3885.0	5842.0	1469.2	533.8	1216.9	21626.6	4657.4	2178.2	225609.2	619.5	4284.7	0.0	0.0	4297.1	423.4	13072.4	58069.4	7946.5	4069.5	5685.2	1478.6	4586.1	2153.5	632.6	4121.1	0.0	0.0	0.0	32.4	0.0	0.0	0.0	0.0	0.0	0.0	856.2	486.7	489.9	433.3	786.6	1433404.0	1183397.0	269132.611658	266402.557287	535535.168945	229273.0	229464.0	458737.0	63643.0	718266.168945	1288974.0	1038967.0	1528486.0	0.910069	0.970437	10.0	8.0	18.0	1575049.332783	0.0
sub-6500128	12370.4	519.0	11228.7	60859.8	7695.2	4808.0	6519.2	1799.8	641.0	1614.7	17894.8	3643.2	1644.6	253275.7	640.7	4025.2	0.0	0.0	16085.6	406.0	11243.2	60593.5	7617.6	4916.0	6567.0	1837.0	3625.4	1776.4	562.5	3938.7	0.0	0.0	0.0	31.6	0.0	0.0	0.0	0.0	0.0	0.0	1104.4	323.6	402.6	734.6	897.5	1529823.0	1232524.0	310016.091418	307327.083056	617343.174474	217065.0	214308.0	431373.0	63391.0	804810.174474	1384073.0	1086774.0	1655912.0	0.915987	0.991484	25.0	14.0	39.0	1670135.243421	0.0
sub-0015033	6517.8	421.7	11845.6	54216.9	8153.4	4394.9	7039.9	1928.6	733.4	1788.7	18614.4	4698.7	2008.1	261677.1	847.8	3907.5	0.0	0.0	5785.0	528.5	11448.3	54548.0	7974.3	4801.7	6643.0	1804.1	4952.6	2243.0	783.6	3902.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	817.5	366.6	561.7	426.0	774.6	1528568.0	1238831.0	320556.6466	318941.279016	639497.925615	212843.0	209707.0	422550.0	67823.0	818801.925615	1394335.0	1104598.0	1583550.0	0.924747	0.95801	20.0	16.0	36.0	1652957.269183	0.0
sub-0010122	14005.0	820.3	17058.5	63336.9	8710.9	4495.4	6731.8	1877.6	917.7	2646.7	22534.0	5000.9	2015.9	352093.1	680.4	4623.6	0.0	0.0	14591.8	809.0	16992.0	60833.1	8635.2	4561.3	6862.8	1763.5	5137.1	2033.9	644.1	4647.3	0.0	0.0	0.0	6.9	0.0	0.0	0.0	0.0	0.0	0.0	1118.5	329.1	481.6	476.7	939.2	1808943.0	1415759.0	312582.557676	319191.709472	631774.267148	289188.5	292615.5	581804.0	70978.0	830230.267148	1648613.0	1255429.0	1877844.0	0.933049	0.968588	31.0	33.0	64.0	1938744.631428	0.0
sub-0015034	4241.9	502.1	12219.3	61284.4	8532.4	4855.1	6795.9	1878.3	678.5	1710.7	18511.2	4842.3	1967.8	274190.3	733.9	4027.8	0.0	0.0	3058.5	568.6	11765.0	59773.2	8283.6	4898.0	6517.7	1773.3	4770.0	2218.8	754.6	3943.6	0.0	0.0	0.0	6.4	0.0	0.0	0.0	0.0	0.0	0.0	845.4	485.5	730.8	447.3	991.2	1566268.0	1270118.0	320065.396851	321021.657134	641087.053985	221135.5	219373.5	440509.0	68563.0	833765.053985	1418757.0	1122607.0	1621533.0	0.932397	0.965296	15.0	7.0	22.0	1679829.896004	0.0
sub-0010050	7207.7	564.3	14819.0	57195.7	7442.2	4300.0	5645.4	1776.2	739.9	1872.4	19809.6	3915.9	1768.6	283894.2	687.0	3950.8	0.0	0.0	11476.7	785.2	14871.1	54501.3	7333.1	4373.0	5497.6	1565.4	3425.0	1848.6	658.7	3985.3	0.0	0.0	0.0	4.3	0.0	0.0	0.0	0.0	0.0	0.0	804.1	524.3	802.1	425.9	1088.9	1462449.0	1152329.0	263943.823146	263740.319578	527684.142724	220941.0	226263.0	447204.0	60251.0	702668.142724	1319150.0	1009030.0	1528510.0	0.919511	0.961046	28.0	22.0	50.0	1590464.237683	0.0
sub-0010068	7177.9	662.0	17096.9	72385.1	8424.4	5175.7	5897.8	2027.0	871.8	2322.6	21219.4	5067.4	1899.2	308371.0	793.8	4023.3	0.0	0.0	6569.3	595.2	16883.8	69405.7	8187.8	5365.9	5819.1	1799.1	5243.0	2147.6	723.4	3884.2	0.0	0.0	0.0	10.3	0.0	0.0	0.0	0.0	0.0	0.0	831.0	501.0	525.6	460.3	975.6	1743933.0	1414846.0	328903.907781	328141.071809	657044.97959	272064.5	271550.5	543615.0	68863.0	870727.97959	1566006.0	1236919.0	1820224.0	0.916507	0.956601	39.0	31.0	70.0	1902804.70146	0.0
sub-1404738	4948.0	517.2	13802.5	57555.6	6845.6	4050.1	6074.8	1684.7	835.5	2833.8	18442.3	4278.0	1746.0	248962.2	635.9	3737.4	0.0	0.0	5115.6	386.6	14033.9	56612.1	6775.4	4032.9	5923.3	1596.4	4284.1	1857.1	663.1	3722.1	0.0	0.0	0.0	51.9	0.0	0.0	0.0	0.0	0.0	0.0	721.0	469.4	727.7	409.4	859.6	1406912.0	1134805.0	267316.420798	263586.963671	530903.384469	211884.0	208354.0	420238.0	59794.0	707227.384469	1263361.0	991254.0	1479597.0	0.92813	0.97608	26.0	30.0	56.0	1515856.960945	0.0
sub-9750701	6273.4	469.0	13172.0	54486.6	6794.0	3863.0	5707.9	1699.5	833.0	2226.9	16205.2	4205.9	1567.2	248396.7	612.1	3435.9	0.0	0.0	5763.0	487.3	12449.3	52380.6	6510.6	3891.6	5607.8	1601.8	4351.8	1619.1	629.1	3556.5	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	848.7	537.0	676.4	655.9	728.6	1306198.0	1037746.0	246063.78903	248878.291329	494942.080359	187303.0	185777.0	373080.0	57753.0	662249.080359	1171647.0	903195.0	1354875.0	0.928655	0.963262	23.0	28.0	51.0	1406548.831224	0.0
sub-4116166	4378.0	514.7	15419.2	58836.6	7994.2	4435.9	6022.5	1897.7	627.8	1257.2	20332.6	4625.1	1971.1	260618.2	754.7	4059.9	0.0	0.0	3695.0	417.6	14940.5	55009.7	7944.9	4482.5	6040.0	1768.9	4517.1	1843.3	704.1	3980.1	0.0	0.0	0.0	5.2	0.0	0.0	0.0	0.0	0.0	0.0	913.3	480.1	845.7	788.1	989.7	1521779.0	1245687.0	304033.049334	308567.32985	612600.379184	226732.0	229687.0	456419.0	65134.0	794575.379184	1375306.0	1099214.0	1585567.0	0.924601	0.963358	31.0	27.0	58.0	1645875.805036	0.0
sub-0010092	6585.5	641.9	13267.0	47110.1	6783.8	3849.5	6302.5	1998.3	837.3	1762.2	17608.3	3917.9	1327.2	290103.7	638.5	4035.9	0.0	0.0	5826.7	751.4	13014.3	50532.3	6887.8	4020.7	6118.0	1707.6	4182.0	1476.4	660.2	3902.6	0.0	0.0	0.0	2.7	0.0	0.0	0.0	0.0	0.0	0.0	821.4	518.2	880.4	529.5	1244.0	1364529.0	1053362.0	225445.419805	233372.181378	458817.601183	216241.5	214743.5	430985.0	59627.0	619119.601183	1238528.0	927361.0	1451815.0	0.899296	0.956822	62.0	71.0	133.0	1517329.866762	0.0
sub-0010035	3740.3	676.5	12830.7	62119.1	6740.4	4353.9	5421.7	1759.3	677.4	2211.7	18130.0	3844.3	1530.7	252166.6	745.6	3559.5	0.0	0.0	3216.9	647.4	13253.1	64059.8	6365.0	4290.5	5285.8	1670.7	4173.6	1645.2	742.7	3478.9	0.0	0.0	0.0	11.1	0.0	0.0	0.0	0.0	0.0	0.0	671.7	431.0	569.0	545.9	768.6	1452039.0	1183507.0	298494.153089	304486.725465	602980.878555	202294.0	202059.0	404353.0	57186.0	789609.878555	1297775.0	1029243.0	1504709.0	0.935501	0.969434	63.0	57.0	120.0	1552151.415442	0.0
sub-0010003	5086.5	457.4	10478.7	51493.0	4907.9	3241.0	5225.8	1467.4	781.0	1790.6	12049.8	3233.0	841.5	207339.5	527.4	3196.9	0.0	0.0	4449.7	558.1	9941.5	47680.0	5360.5	3416.9	4950.0	1462.3	3092.4	959.2	405.9	2827.7	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	715.7	407.6	574.5	352.6	881.8	985449.0	759617.0	168551.344384	176186.059787	344737.404171	131188.0	131557.0	262745.0	46152.0	492261.404171	864766.0	638934.0	1174712.0	0.819934	0.977408	103.0	64.0	167.0	1201864.098078	0.0
sub-0010004	5897.8	583.7	14006.1	49297.1	5231.2	3716.6	5368.1	1549.6	610.3	2691.2	16496.2	3487.5	1284.0	260614.1	702.5	2903.4	0.0	0.0	6311.9	527.1	13695.1	49832.6	5240.9	3744.0	5450.9	1466.0	3553.2	1371.7	606.5	3140.1	0.0	0.0	0.0	8.2	0.0	0.0	0.0	0.0	0.0	0.0	822.6	553.3	435.6	493.7	825.6	1184808.0	903754.0	206848.727634	210145.527997	416994.255631	161131.0	162716.0	323847.0	50630.0	570815.255631	1055286.0	774232.0	1267260.0	0.940945	1.006426	51.0	34.0	85.0	1259168.465611	0.0
sub-0010093	14109.0	993.3	14496.9	48690.3	5552.1	3250.1	4833.9	1610.1	633.2	3649.8	18236.6	3261.9	1323.5	224495.8	618.0	3487.0	0.0	0.0	7668.7	667.6	13521.2	47043.6	5623.8	3324.4	5082.8	1580.2	3665.0	1329.1	648.2	3396.4	0.0	0.0	0.0	5.5	0.0	0.0	0.0	0.0	0.0	0.0	845.9	471.2	598.8	453.0	887.8	1214314.0	955930.0	213905.397576	214766.533005	428671.930581	184637.0	185124.0	369761.0	50614.0	578334.930581	1088373.0	829989.0	1286848.0	0.937702	0.993713	18.0	23.0	41.0	1294989.833168	0.0
sub-0010067	8536.9	1165.4	3882.3	8087.1	8093.1	4289.0	6576.7	2096.4	896.4	772.0	13228.5	4152.0	1300.5	268108.8	751.7	4078.6	0.0	0.0	7365.6	1069.8	6264.6	14990.9	7378.4	4510.8	6662.7	1829.0	4643.6	1383.6	765.5	4157.9	0.0	0.0	0.0	594.5	0.0	0.0	0.0	0.0	0.0	0.0	915.1	614.6	589.9	465.2	834.7	1234628.0	944013.0	234713.604453	230377.059553	465090.664006	205718.5	197846.5	403565.0	64593.0	553472.664006	1201056.0	910441.0	1634477.0	0.715281	0.946933	171.0	136.0	307.0	1726074.940603	0.0
sub-0010058	5322.1	553.4	14231.3	64201.8	6967.5	4217.1	6774.6	1788.3	716.9	2270.6	18857.0	4383.2	1668.5	267854.2	845.6	4044.8	0.0	0.0	5682.2	843.5	14959.2	61705.0	6795.3	4232.5	6319.1	1655.9	4459.2	1783.6	739.0	3865.9	0.0	0.0	0.0	343.4	0.0	0.0	0.0	0.0	0.0	0.0	805.9	501.7	774.2	641.6	763.9	1543643.0	1256986.0	287882.493833	290487.826321	578370.320154	239332.0	244521.0	483853.0	62707.0	770332.320154	1386426.0	1099769.0	1620578.0	0.912421	0.957896	39.0	34.0	73.0	1691810.102852	0.0
